"uid","pair_d2","annotation_status","section","Q_bangla","A_bangla","Q_en","A_en","strict_direct_exp","broad_direct_exp","hearsay","A1_no_opinion","A2_no_opinion_lack_exposure","A3_humans_are_equal","A4_extended_help","A7_grateful_to_god","A8_express_gratitude","A9_prejudice","A10_suspicion","A11_bitter_contempt","A12_lack_of_interest","A13_empathy_sympathy","A14_aid","A15_compliments","A16_religious_fraternity","B1_no_benefits","B2_specific_pos_event","B3_financial_help","B4_more_jobs","B5_reduced_rent","B6_provided_shelter","B7_provided_food","C1_no_problems","C2_fear_concern","C4_increased_prices","C5_security_concern","C6_reduced_land","C7_reduced_wages","C8_reduced_jobs","C9_perceive_lack_morals","C10_movement_restrictions","C11_need_pay_rent","C13_reduced_resources","C14_enviro_harm","C15_increased_supervis","C16_quarrel_dispute","C17_overcrowded","D1_no_actions","D2_vague_action","D3_social_harmony","D4_allocate_resources","D5_leave_evacuate","D6_govt_knows_better","D7_does_not_know","D8_remain_disciplined","D9_stronger_boundary","D10_econ_integrat","D11_sources_of_info","D12_more_interact","D13_increased_mobility","shuffle_var"
"H007026012",6900,"annotated","C","কি ধরনের অসুবিধা হয়েছে জানতে চাচ্ছি?","সব কিছুর দাম বাড়িয়ে ফেলছে। যাদের আছে, তারা খেতে পারছে, যাদের নেই তারা খেতে পারছে না,কেউ কিনতে পারছে, কেউ কিনতে পারছে না।এক কেজি চালের দাম ১০/১৫ টাকা থেকে বেড়ে ৫০/৬০ টাকা তে পৌঁছেছে। তেলের দাম ছিলো ৫০/৮০ টাকা, এখন বেড়ে হয়েছে ১৫০ টাকা।মানুষ কীভাবে খাবে?","Want to know what kind of difficulties?","Increasing the price of everything. Those who have, they can eat, those who don't can't eat, some can buy, some can't buy. The price of one kg of rice has increased from 10/15 taka to 50/60 taka. The price of oil was 50/80 taka, now it has increased to 150 taka. How will people eat?",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378
"H007026012",6901,"annotated","C","এসব কি রোহিঙ্গা আসার কারনে হয়েছে?","তা নয় তো কি?আগে সেরকম ছিলো না।","What happened because of Rohingya arrival?","Isn't it? It wasn't like that before.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378
"H007026012",6902,"annotated","D","বাংলাদেশী মানুষ এবং রোহিঙ্গাদের মধ্যে ভালো সম্পর্ক বজায় থাকার জন্য কি করা দরকার বলে আপনি মনে করেন?","তারা এখানে না থাকুক।","What do you think needs to be done to maintain good relations between Bangladeshi people and Rohingyas?","Let them not be here.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,378
"H007026012",6903,"annotated","D","কি করলে মিলেমিশে থাকা যাবে?একটি ভালো সম্পর্ক হবে বলে আপনি মনে করেন?","আমি এসব জানি না, এসব সরকার জানে।","What do you think would be a good relationship?","I do not know this, the government knows this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,378
"H007026012",6904,"annotated","D","তারপর ও কি করলে মিলেমিশে থাকতে পারবেন বলে আপনি মনে করেন সেটা জানতে চাচ্ছি, মনে করেন আপনার বাড়ির পাশে আরেকটি বাড়ি আছে,তাদের সাথে আপনার সম্পর্ক ভালো রাখার জন্য কি করা যায় জানতে চাচ্ছি।","সুন্দর করে মিলেমিশে থাকলে সম্পর্ক ভালো থাকবে, এরকম হাসি খুশি মিলেমিশে থাকলে।","Then I want to know what you think you can do to live together, you think there is another house next to your house, I want to know what can be done to keep your relationship with them good.","Relationships will be good if there is a beautiful harmony, if there is such a smile and happiness together.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,378
"C710050011",17924,"annotated","A","ভাইয়া, আপনিতো আপনার এবং আপনার সন্তানের কথা এবং আপনার সন্তানের স্বপ্নের কথা বললেন এবং আপনি তাদের জন্য কী করতে পেরেছেন সে কথাও শুনালেন। এবার তাহলে একটু বলেন, আপনাদের আশেপাশে তো বাংলাদেশী গ্রাম্য লোকজন বসবাস করে, তাইনা?","জ্বী,","Brother, you talked about you and your child and your child's dreams and what you have been able to do for them. Now then tell me, there are Bangladeshi rural people living around you, right?","yes,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17925,"annotated","A","ভাইয়া, বাংলাদেশী লোকদের সম্পর্কে আপনি কী জানেন বা তাদের ব্যাপারে আপনার মন্তব্য কী এ বিষয়ে এক বাক্যে আমাকে যদি একটু ধারণা দিতেন?","আমাদের আশেপাশে যে সমস্ত বাঙ্গালী লোকজন আছে তারা অনেক ভালো।","Bro, what do you know about Bangladeshi people or what is your opinion about them in one sentence?","All the Bengali people around us are very good.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17926,"annotated","A","জ্বী, ভাইয়া, এ রকম তাদের ব্যাপারে আপনি যতটুকু জানেন সেটাই বলেন, সমস্যা নাই।","তাদের সাথে আমার তেমন সম্পর্ক না থাকার কারণে তাদের ব্যাপারে আমার খুব একটা ধারণা নাই। এমনিতে তারা আমাদের সাথে ভালো আচরণ করে এতটুকুই জানি, আর কি।","Yes, brother, say what you know about them, no problem.","I don't know much about them because I don't have much relationship with them. I know that they treat us well, and what else.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17927,"annotated","B","ভাইয়া, তাদের ব্যাপারে আপনার আর কিছু জানা আছে কিনা? তারা আপনার সাথে কী রকম ভালো আচরণ করে, একটু বলেন না!","কিছু লোকের মুখ থেকে শুনি, তারা নাকি আমারেদকে ভালোবাসে না। তবে তাদের ব্যাপারে আমি যতটুকু জেনেছি, তারা আমাদেরকে অনেক আদর যত্ন করে।","Brother, do you know anything more about them? How well they treat you, don't tell me!","I hear from some people, they don't love Amared. But from what I know about them, they care for us very much.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,380
"C710050011",17928,"annotated","B","আচ্ছা ভাইয়া, তারা আপনাদেরকে কী রকম আদর যত্ন করে?","কোনো ধরণের কাজ কর্ম না থাকলে তখন তাদেরকে যদি বলি তাহলে সম্ভব হলে তারা কাজের ব্যবস্থা করে দেয়। তারা আমাদের সাথে কোনো ধরণের তুচ্ছ তাচ্ছিল্য পূর্ণ আচরণ করে না।","Well brother, how do they care for you?","If there is no work then if I tell them then if possible they arrange the work. They do not treat us with any sort of petty indifference.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17929,"annotated","B","ভাইয়া, বাংলাদেশী লোকদের ব্যাপারে আপনার যা জানা আছে সেটাতো আমাকে বললেন। এখন আপনারা যখন বাংলাদেশে এসেছিলেন তখন বাংলাদেশী জনগণ আপনাদেরকে সাদরে গ্রহণ করে নিয়েছিল বা তাদের দ্বারা আপনাদের কোনো উপকার হয়েছে, এ রকম একটা ঘটনা বলেন।","আমরা আসার পর, তারা আমাদেরকে বিভিন্ন ভাবে সাহায্য করেছে। আমাদের পোশাক ছিলনা, তারা আমাদের জন্য পোশাকের ব্যাবস্থা করেছে। খাদ্যের জন্য রেশন দিচ্ছে এবং আমরা অবস্থান করার জন্য জায়গা দিয়েছে। তাদের জায়গাতে আমাদেরকে ঘর করার সুযোগ করে দিয়েছে। এগুলো কি আমাদের জন্য উপকার নয়? আমাদের কষ্টের সময় যখন আমরা এদেশে এসেছিলাম, তখন আমরা খুব ক্লান্ত হয়ে পড়ার কারণে হাঁটতে পারতেছিলাম না, ঐ অবস্থায় তারা আমাদেরকে তাদের বাড়িতে এনেছে। এছাড়াও তারা আমাদেরকে বিভিন্ন ভাবে সাহায্য করেছে। আমরা তাদের এ উপকারের কথা কখনো ভুলতে পারবো না।","Brother, tell me what you know about Bangladeshi people. Now when you came to Bangladesh, did Bangladeshi people welcome you or did you get any benefit from them, tell one such incident.","After we arrived, they helped us in various ways. We had no clothes, they arranged clothes for us. Rations for food and places for us to stay. They gave us the opportunity to make a house in their place. Are they not beneficial for us? When we came to this country in our time of trouble, we were too tired to walk, and they brought us to their house. They also helped us in various ways. We can never forget their kindness.",0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17930,"annotated","B","আচ্ছা, তাহলে তারা আপনাদেরকে অনেক উপকার করেছে, তাই না?","জ্বী, তারা আমাদের খুব বেশী উপকার করেছে।","Well, then they've done you a lot of good, haven't they?","Yes, they have benefited us a lot.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17931,"annotated","C","আচ্ছা ভাইয়া, আপনিতো তাদের উপকারের কথা বললেন। এখন আপনি এ রকম একটা ঘটনা বলেন, যার কারণে আপনার মনে হয়েছে যে, বংলাদেশী জনগণ এখন আপনাদেরকে এদেশে আর চায় না। আপনাদের দিকে ভিন্ন দৃষ্টিতে তাকায়। এধরণের কোনো আচরণ বাংলাদেশীদের পক্ষ থেকে আপনাদের দৃষ্টিগোচর হয়ে থাকলে একটু বলুন?","এ রকম কোনো কিছু আমার চোখে পড়েনি। তারাতো আজও আমাদের সাথে ভালো আচরণই করে যাচ্ছে।","Well brother, you have spoken about their benefits. Now you tell such an incident, due to which you feel that the people of Bangladesh do not want you in this country anymore. Look at you differently. If you have seen any such behavior from Bangladeshis, please tell me?","I have never seen anything like this. They are still treating us well.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17932,"annotated","C","আচ্ছা, তাহলে তারা আপনাকে ভিন্ন ভাবে দেখতেছে বা তারা আপনার সাথে খারাপ আচরণ করেছে এ রকম কোনো কিছু আপনার জানা নেই, তাই না?","না, না,","Well, then you don't know anything about them looking at you differently or treating you badly, do you?","no no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17933,"annotated","C","ভাইয়া, আপনি কারো কাছ থেকে কি এ রকম কোনো কিছু শুনেন নি?","না ভাই, আমি শুনি নাই। এমনিতে, লোকজনের মুখে শুনি, যারা শহর এলাকায় কাজ কর্ম করতে যায়, তাদের কাছ থেকে নাকি বাঙ্গালীরা মার ধর করে জিনিস পত্র নিয়ে ফেলে। আমার পাশের বাড়ির এক ছেলে এ রকম কাজ করতে গিয়েছিল। কাজ শেষে তাকে মার ধর করে তার মোবাইল, অন্যান্য জিনিস পত্র এবং এক দেড় মাসের বেতনের টাকাটাও নিয়ে, তাকে সেখান থেকে তাড়িয়ে দিয়েছে। তারা কারা বা কোথা থেকে এসেছে, সে কিছুই জানে না।","Brother, have you not heard anything like this from anyone?","No bro, I haven't heard. In fact, I heard from the mouths of people that Bengalis beat them and take away their belongings from those who go to work in urban areas. A boy next door to me went to work like this. At the end of work, they beat him up, took his mobile phone, other belongings and one and a half month's salary and chased him away. Who they are or where they come from, he knows nothing.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17934,"annotated","C","আচ্ছা ভাইয়া, তারা কোন এলাকার লোক এবং এ ঘটনাটা তারা কোথায় করেছে?","পাশের বাড়ির ছেলেটা কক্সবাজারে কাজ করতে গিয়েছিল, সেখানে এ ঘটনা ঘটেছে। এ ছাড়া এ বিষয়ে আমার আর কোনো কিছু জানা নেই।","Well bro, what area are they from and where did they do this?","The boy next door went to work in Cox's Bazar, where the incident happened. Other than that I don't know anything else about it.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17935,"annotated","C","এ ঘটনার কারণে মনে হচ্ছে যে, বাংলাদেশীরা আপনাদের সাথে খারাপ আচরণ করতেছে, তাই না ভাইয়া?","জ্বী,","Because of this incident, it seems that Bangladeshis are treating you badly, isn't it bro?","yes,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17936,"annotated","D","ভাইয়া, আপনিতো বাংলাদেশীদের উপকারের কথা বললেন এবং তারা আপনাদেরকে","কীভাবে খারাপ দৃষ্টিতে দেখতেছে সেটাও বললেন। এবার একটু বলেন, বর্তমানে রোহিঙ্গা এবং. স্থানীয় লোকদের মাঝে যে সম্পর্কটা আছে এটা আরো গভীর করার জন্য এবং আপনারা সবাই এক","Brother, you talked about the benefits of Bangladeshis and they talked about you","He also told how he was looking at the evil eye. Now say a little, currently Rohingya and. To deepen the bond between local people and you are all one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17937,"annotated","D","সাথে মিলে মিশে থাকার জন্য কী ব্যবস্থা নিলে ভালো হবে বলে আপনি ধারণা করছেন?","যদি আমরা এখানেই থাকতে হয়, তাহলে আমাদেরকে পরিপূর্ণ ভাবে বসবাস করার জন্য জায়গা দিতে হবে। আমাদেরকে বাংলাদেশী লোকজনের সাথে মিলেমিশে থাকার জন্য এবং স্বাধীনভাবে সব জায়গায় চলাফেরা করার জন্য সুযোগ করে দিতে হবে। সেটা হলে আমাদের জন্য খুব ভালো হতো, আর কি।","What measures do you think would be better to get along?","If we are to stay here, we must make room to live fully. We should be given opportunities to live together with Bangladeshi people and to move freely everywhere. That would be great for us, and what else.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,380
"C710050011",17938,"annotated","D","আচ্ছা, তাহলে আপনারা মনের ইচ্ছে মত সব জায়গায় যেতে পারলে বাংলাদেশীদের সাথে আপনাদের সম্পর্কটা আরো ভালো থাকবে, তাই না?","জ্বী, যেমন মনে করেন, আমার মা অসুস্থ, এখন আমার নিকট টাকা পয়সা থাকলেও আমি আমার মাকে চিকিৎসার জন্য কক্সবাজার নিয়ে যেতে পারছিনা। কারণ আমাদের রোহিঙ্গাদের জন্য সেদিকে যাওয়া নিষিদ্ধ করা হয়েছে। তাই আমরা এখন চিকিৎসার জন্যও কক্সবাজার বা চট্টগ্রাম কোথাও যেতে পারছিনা। যদি আমাদেরকে সব জায়গায় যাওয়া অনুমতি দেওয়া হতো এবং আমরা বাংলাদেশীদের সাথে মিলেমিশে থাকতে পারতাম তাহলে আমাদের জন্য অনেক ভালো হতো।","Well, if you can go anywhere you want, your relationship with Bangladeshis will be better, right?","Yes, as you think, my mother is sick, now even though I have money, I cannot take my mother to Cox's Bazar for treatment. Because it is forbidden for us Rohingyas to go there. So now we cannot go to Cox's Bazar or Chittagong for treatment. It would have been much better for us if we were allowed to go everywhere and we could live in harmony with the Bangladeshis.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,380
"C710050011",17939,"annotated","D","আচ্ছা ভাইয়া, সম্পর্ক ভালো হওয়ার জন্য এ রকম আর কী কী করা যেতে পারে বলে আপনি মনে করেন?","ভালো বলতে, আমরা উভয় পক্ষের লোকজন যদি একসাথে মিলে মিশে চলা ফেরা করতে পারি তাহলে আমাদের মাঝে সম্পর্কটা এমনিতেই ভালো হয়ে যাবে।","Well brother, what else do you think can be done to improve the relationship?","Better to say, if we people from both sides can move together then our relationship will be better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17940,"annotated","D","আচ্ছা, তাহলে আপনি বলতে চাচ্ছেন, বাংলাদেশী এলাকাগুলোতে আপনারা আসা যাওয়া করতে পারলেই আপনাদের মাঝে সম্পর্ক ভালো হয়ে যাবে, তাই না?","জ্বী, আমাদের মাঝে আসা যাওয়ার ব্যবস্থা থাকলে এবং আমরা সবাই একই দেশের লোকের মত পারষ্পরিক মিলেমিশে থাকতে পারলে আমাদের মাঝে সম্পর্কটা আরো গভীর হবে।","Well, then you mean, if you can visit Bangladeshi areas, your relationship will be better, right?","Yes, if we have arrangements to come and go and if we all live together like people from the same country, our relationship will be deeper.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,380
"C710050011",17941,"annotated","D","আচ্ছা, আপনারা একই দেশের জনগণের মত মিলে মিশে থাকার জন্য কী ব্যবস্থা নেওয়া যেতে পারে?","এখন আমরা তাদের ওখানে যেতে পারতেছিনা, তাদের সাথে আমাদের দেখা সাক্ষাৎ হচ্ছেনা। তাই আমাদের এ নিষেধাজ্ঞাটা তুলে দিলে ভালো হতো, আর কি।","Well, what measures can be taken to get you together as people of the same country?","Now we cannot visit them there, we cannot meet them. So it would be better if we lifted this ban, and what else.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,380
"C710050011",17942,"annotated","D","ভাইয়া, সম্পর্ক ভালো হওয়ার জন্য এ রকম আর কোনো কিছু আপনার জানা আছে কি?","সরকার যদি আমরা রোহিঙ্গা এবং তারা স্থানীয় লোক এই সুত্রে আমাদের উভয়ের মাঝে বৈসম্য সৃষ্টি না করে তাহলে ভালো হতো, আর কি।","Brother, do you know anything else like this for a better relationship?","It would have been better if the government had not made a difference between us as Rohingyas and they as local people.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17943,"annotated","D","আচ্ছা, তাহলে সরকার যদি রোহিঙ্গা এবং গ্রাম্য লোকদের মাঝে পার্থক্য সৃষ্টি না করে তাহলে আপনাদের সম্পর্কটা ভালো থাকবে, তাই না?","জ্বী,","Well, if the government doesn't differentiate between the Rohingyas and the villagers, you'll be on good terms, right?","yes,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17944,"annotated","D","ভাইয়া, এ রকম আর কোনো ব্যবস্থা নেওয়া যাবে কি?","আমার মনে হয় এ ব্যবস্থাগুলো নিলেই সম্পর্কটা ভালো হতো।","Brother, can any other measures be taken?","I think the relationship would have been better if these measures were taken.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C710050011",17945,"annotated","D","জ্বী ভাইয়া, আপনি খুব সুন্দর কথা বলেছেন। আপনি আপনার সময় দিয়ে আমার সাথে কথা বলেছেন, এ জন্য আপনাকে অসংখ্য ধন্যবাদ। আমরা পরবর্তী সময়ে কথা বলতে চাইলে তখন আবার একটু সময় দিবেন, আর কি।","জ্বী, অবশ্যই।","Yes bro, you have said very well. Thank you very much for taking the time to talk to me. If we want to talk next time, give me some more time, what else?","Yes, of course.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
"C718095007",4890,"annotated","A","এতক্ষণ আপনার ছেলের ইচ্ছার কথা, স্বপ্নের কথা বললাম এইবার একটু বাংলাদেশী গ্রামী সম্পর্কে কথা বলি আমরা?","জ্বি বলেন।","So far I have talked about your son's wishes and dreams, this time we will talk a little about Bangladeshi villagers?","Say yes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"C718095007",4891,"annotated","A","গ্রামী সম্পর্কে এক কথায় বলতে বললে আপনি কি বলবেন?","আমি কি বলবো।","What would you say about Grami in one word?","what can i say",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"C718095007",4892,"annotated","A","এই যে আপনাদের আশেপাশে যে গ্রামীরা আছে তাদের সম্পর্কে বলেন?","আমাদের আশেপাশে গ্রামী নাই।","This is what you say about the villagers who are around you?","There are no villagers around us.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"C718095007",4893,"annotated","A","গ্রামী সম্পর্কে আপনার কিছু বলার আছে?","না নাই।","Do you have something to say about Grami?","no no",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"C718095007",4894,"annotated","B","এমন একটা ঘটনা বলতে পারবেন যেখানে আপনারা বাংলাদেশে আছেন যে এইখানে বাংলাদেশীরা ভাল চোখে দেখে বা তাঁদের কারণে উপকার হয়েছে?","না নাই এরকম ঘটনা।","Can you tell an incident where you are in Bangladesh that the Bangladeshis here look favorably or benefited because of them?","No, there is no such incident.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"C718095007",4895,"annotated","B","তাহলে আপা বাংলাদেশীদের কারণে আপনাদের কোন লাভ হচ্ছে না?","লাভ নয় কি আমরা বাংলাদেশে আসছি থেকে সরকার আমাদের রেশন না দিতে পারত কিন্ত এখন চাল, ডাল, এইটা সেইটা দিচ্ছে। শুধু কাঁচাবাজার একটা দিচ্ছে না আর কি। আল্লাহর রহমতে উরা দিচ্ছে যে এগুলি নিয়ে চলতে পারতেছি। এগুলি না দিলে আমরা অনেক কষ্টে পড়ে যেতাম।","So you are not benefiting because of Bangladeshis?","Isn't it good that the government could not give us ration since we are coming to Bangladesh, but now they are giving us rice, dal, this and that. Only raw market is not giving one and what. By the grace of Allah, I am able to continue with them. If we didn't give them, we would have been in a lot of trouble.",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"C718095007",4896,"annotated","B","আর কিছু আপু?","সাবান থেকে শুরু করে অনেক কিছু দিচ্ছে সরকার। কাঁচাবাজার, মাছ টা কিনতে হচ্ছে শুধু। মা-বাবা আছে যে তারা ছেলেমেয়েকে যেভাবে পারে পড়ালেখা করাচ্ছে কিন্ত আমার ছেলের বাবা নাই তাই পড়ালেখা নিয়ে চিন্তায় আছি, কিভাবে পড়াবো তাঁকে।","And something sister?","The government is giving many things starting from soap. The raw market, the fish has to be bought only. There are parents who are teaching their children as best they can, but my son has no father, so I am worried about his education, how to teach him.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"C718095007",4897,"annotated","C","এমন একটা ঘটনা বলেন তো যেখানে মনে হয়েছে বাংলাদেশীরা আপনাদের দেখতে পারে না বা আলাদা চোখে দেখতেছে এ রকম?","না এ রকম হয়নি।","Tell me about such an incident where it seems that Bangladeshis can't see you or they see you differently?","No, it didn't happen like that.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"C718095007",4898,"annotated","C","বাংলাদেশীরা আপনাদের আর চাই না বা আলাদা মনে করতেছে এ রকম?","আগে যেমন ছিল এখনও এ রকম রেশন দিচ্ছে। আগে বেশি দিত এখন কম দেয়।","Bangladeshis don't want you anymore or feel different like this?","They are still giving such rations as before. It used to give more, now it gives less.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"C718095007",4899,"annotated","C","এখন কম দিচ্ছে নাকি?","জ্বি। আগে রেশন দিত বালতি, সাবান, বাঁশ, গাছ দিত এখন শুধু রেশন দেয়, কমিয়ে দিচ্ছে।","Now giving less?","yes Earlier they used to give buckets, soap, bamboo, trees, now they only give rations, they are reducing it.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
"C718095007",4900,"annotated","C","আরও কিছু?","ভাবতেছি বর্ষাকাল চলে এসেছে ঘর একটাতে চারদিকে পানি ঢোকে।","Anything more?","I think the rainy season has come with water pouring into the house.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381
